user name,user Url,city,Contribution,review Title,review Url,Review Details,expe date
Tessa wrote a review Jan 2019,/Profile/tsp1234567,"Oxford, United Kingdom",30 contributions,"Great views, lovely srsff",/ShowUserReviews-g1073495-d1965924-r644267709-Srilak_View_Holiday_Inn-Haputale_Uva_Province.html,A very good stay here. We especially liked the amazing panoramic balcony and a good Sri Lankan curry for dinner (order in advance so they have time to prepare). Sanka was so helpful arranging transport for us to Lipton’s Seat and onwards to Ella. Thank you Sanka!,Date of stay: January 2019
